Contact ID,Account ID,Assistant's Name,Asst. Phone,Birthdate,Business Fax,Business Phone,Clean Status,Contact Description,Created By ID,Created Date,Data.com Key,Deleted,Department,Email,Email Bounced Date,Email Bounced Reason,First Name,Full Name,Home Phone,Individual ID,Is Email Bounced,Jigsaw Contact ID,Languages,Last Activity,Last Modified By ID,Last Modified Date,Last Name,Last Referenced Date,Last Stay-in-Touch Request Date,Last Stay-in-Touch Save Date,Last Viewed Date,Lead Source,Level,Mailing Address,Mailing City,Mailing Country,Mailing Geocode Accuracy,Mailing Latitude,Mailing Longitude,Mailing State/Province,Mailing Street,Mailing Zip/Postal Code,Master Record ID,Mobile Phone,Other Address,Other City,Other Country,Other Geocode Accuracy,Other Latitude,Other Longitude,Other Phone,Other State/Province,Other Street,Other Zip/Postal Code,Owner ID,Photo URL,Reports To ID,Salutation,System Modstamp,Title
"003Dn00000DNOMxIAP","001Dn00000IppNMIAZ","","","11/28/1944","(503) 421-7801","(503) 421-7800","Pending","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","","false","Warehouse Mgmt","j.davis@expressl&t.net","","","Josh","Josh Davis","","","false","","English","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","Davis","","","","","Word of mouth","Secondary","[country:null, city:null, countryCode:null, street:621 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States, latitude:null, postalCode:null, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","621 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","","","(503) 421-4387","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DNOMxIAP","","Mr.","02/15/2023T00:26:11.000Z","Director, Warehouse Mgmt"
"003Dn00000DNOMyIAP","001Dn00000IppNNIAZ","","","10/15/1940","(520) 773-9060","(520) 773-9050","Pending","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","","false","Administration","jane_gray@uoa.edu","","","Jane","Jane Grey","","","false","","English","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","Grey","","","","","Word of mouth","Primary","[country:null, city:null, countryCode:null, street:888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States, latitude:null, postalCode:null, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","","","(520) 773-4539","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DNOMyIAP","","Ms.","02/15/2023T00:26:11.000Z","Dean of Administration"
"003Dn00000DNOMzIAP","001Dn00000IppNLIAZ","Pat Feinstein","(212) 842-5464","04/15/1948","(212) 842-5501","(212) 842-5500","Pending","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","","false","Executive Team","asong@uog.com","","","Arthur","Arthur Song","","","false","","English","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","Song","02/18/2023T04:43:18.000Z","","","02/18/2023T04:43:18.000Z","Public Relations","Secondary","[country:null, city:null, countryCode:null, street:1301 Avenue of the Americas 
New York, NY 10019
USA, latitude:null, postalCode:null, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","1301 Avenue of the Americas 
New York, NY 10019
USA","","","(212) 842-4535","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DNOMzIAP","","Mr.","02/15/2023T00:26:11.000Z","CEO"
"003Dn00000DNON0IAP","001Dn00000IppNOIAZ","","","12/24/1942","+44 191 4956620","+44 191 4956203","Pending","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","","false","Finance","ajames@uog.com","","","Ashley","Ashley James","","","false","","English","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","James","","","","","Public Relations","Primary","[country:null, city:null, countryCode:null, street:Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom, latitude:null, postalCode:null, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","","","+44 191 3456234","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DNON0IAP","","Ms.","02/15/2023T00:26:11.000Z","VP, Finance"
"003Dn00000DNON1IAP","001Dn00000IppNPIAZ","","","02/20/1947","(650) 450-8820","(650) 450-8810","Pending","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","","false","Executive Team","tripley@uog.com","","","Tom","Tom Ripley","","","false","","English","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","Ripley","","","","","Public Relations","Primary","[country:null, city:null, countryCode:null, street:9 Tagore Lane
Singapore, Singapore 787472
Singapore, latitude:null, postalCode:null, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","9 Tagore Lane
Singapore, Singapore 787472
Singapore","","","(650) 345-7636","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DNON1IAP","","Mr.","02/15/2023T00:26:11.000Z","Regional General Manager"
"003Dn00000DNON2IAP","001Dn00000IppNPIAZ","","","06/02/1958","(650) 450-8820","(650) 450-8810","Pending","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","","false","Production","ldcruz@uog.com","","","Liz","Liz D'Cruz","","","false","","English","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","D'Cruz","","","","","Public Relations","Secondary","[country:null, city:null, countryCode:null, street:10 Tagore Lane
Singapore, Singapore 787472
Singapore, latitude:null, postalCode:null, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","10 Tagore Lane
Singapore, Singapore 787472
Singapore","","","(650) 345-6637","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DNON2IAP","","Ms.","02/15/2023T00:26:11.000Z","VP, Production"
"003Dn00000DNON3IAP","001Dn00000IppNQIAZ","","","11/07/1938","(650) 867-9895","(650) 867-3450","Pending","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","","false","Technology","efrank@genepoint.com","","","Edna","Edna Frank","","","false","","English","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","Frank","","","","","Partner","Primary","[country:null, city:null, countryCode:null, street:345 Shoreline Park
Mountain View, CA 94043
USA, latitude:null, postalCode:null, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","345 Shoreline Park
Mountain View, CA 94043
USA","","","(650) 867-7686","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DNON3IAP","","Ms.","02/15/2023T00:26:11.000Z","VP, Technology"
"003Dn00000DNON4IAP","001Dn00000IppNLIAZ","Chris Nobel","(212) 842-5428","03/27/1930","(212) 842-5501","(212) 842-5500","Pending","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","","false","Finance","agreen@uog.com","","","Avi","Avi Green","","","false","","English","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","Green","","","","","Public Relations","Primary","[country:null, city:null, countryCode:null, street:1302 Avenue of the Americas 
New York, NY 10019
USA, latitude:null, postalCode:null, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","1302 Avenue of the Americas 
New York, NY 10019
USA","","","(212) 842-2383","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DNON4IAP","","Mr.","02/15/2023T00:26:11.000Z","CFO"
"003Dn00000DNON5IAP","001Dn00000IppNRIAZ","","","","","","Pending","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","","false","","","","","Siddartha","Siddartha Nedaerk","","","false","","","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","Nedaerk","","","","","","","[country:US, city:San Francisco, countryCode:null, street:The Landmark @ One Market, latitude:null, postalCode:94087, geocodeAccuracy:null, stateCode:null, state:CA, longitude:null]","San Francisco","US","","","","CA","The Landmark @ One Market","94087","","","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DNON5IAP","","Ms.","02/15/2023T00:26:11.000Z",""
"003Dn00000DNON6IAP","001Dn00000IppNRIAZ","","","","","","Pending","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","","false","","","","","Jake","Jake Llorrac","","","false","","","","005Dn0000070keqIAA","02/15/2023T00:26:11.000Z","Llorrac","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DNON6IAP","","Mr.","02/15/2023T00:26:11.000Z",""
"003Dn00000DZ5iKIAT","","","","","","(779) 801-8268","Pending","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","","false","","","","","Teresa","Teresa Valdez","","","false","","","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","Valdez","","","","","","Primary","[country:null, city:null, countryCode:null, street:null, latitude:null, postalCode:77433, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","","77433","","","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DZ5iKIAT","","","02/18/2023T05:23:57.000Z",""
"003Dn00000DZ5iLIAT","","","","","","","Pending","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","","false","","","","","Beatrice","Beatrice McCarthy","","","false","","","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","McCarthy","","","","","","Primary","[country:null, city:null, countryCode:null, street:null, latitude:null, postalCode:77429, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","","77429","","(311) 470-4539","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DZ5iLIAT","","","02/18/2023T05:23:57.000Z",""
"003Dn00000DZ5iMIAT","","","","","","","Pending","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","","false","","","","","Darcie","Darcie Torres","(576) 231-8707","","false","","","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","Torres","","","","","","Primary","[country:null, city:null, countryCode:null, street:null, latitude:null, postalCode:77433, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","","77433","","","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DZ5iMIAT","","","02/18/2023T05:23:57.000Z",""
"003Dn00000DZ5iNIAT","","","","","","","Pending","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","","false","","","","","Emilia","Emilia Ryan","","","false","","","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","Ryan","","","","","","Secondary","[country:null, city:null, countryCode:null, street:null, latitude:null, postalCode:77433, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","","77433","","","","","","","","","(685) 477-4084","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DZ5iNIAT","","","02/18/2023T05:23:57.000Z",""
"003Dn00000DZ5iOIAT","","","","","","(205) 679-6282","Pending","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","","false","","","","","Cora","Cora McCann","","","false","","","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","McCann","","","","","","Primary","[country:null, city:null, countryCode:null, street:null, latitude:null, postalCode:77433, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","","77433","","","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DZ5iOIAT","","","02/18/2023T05:23:57.000Z",""
"003Dn00000DZ5iPIAT","","","","","","","Pending","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","","false","","","","","Kye","Kye Mendoza","","","false","","","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","Mendoza","","","","","","Secondary","[country:null, city:null, countryCode:null, street:null, latitude:null, postalCode:77429, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","","77429","","(416) 404-6815","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DZ5iPIAT","","","02/18/2023T05:23:57.000Z",""
"003Dn00000DZ5iQIAT","","","","","","","Pending","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","","false","","","","","Cleo","Cleo Gardner","","","false","","","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","Gardner","","","","","","Secondary","[country:null, city:null, countryCode:null, street:null, latitude:null, postalCode:77429, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","","77429","","(731) 976-0813","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DZ5iQIAT","","","02/18/2023T05:23:57.000Z",""
"003Dn00000DZ5iRIAT","","","","","","(247) 660-3306","Pending","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","","false","","","","","Beth","Beth Richards","","","false","","","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","Richards","","","","","","Primary","[country:null, city:null, countryCode:null, street:null, latitude:null, postalCode:77431, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","","77431","","","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DZ5iRIAT","","","02/18/2023T05:23:57.000Z",""
"003Dn00000DZ5iSIAT","","","","","","(829) 721-5329","Pending","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","","false","","","","","Leslie","Leslie Dawson","","","false","","","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","Dawson","","","","","","Secondary","[country:null, city:null, countryCode:null, street:null, latitude:null, postalCode:77433, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","","77433","","","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DZ5iSIAT","","","02/18/2023T05:23:57.000Z",""
"003Dn00000DZ5iTIAT","","","","","","","Pending","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","","false","","","","","Bruce","Bruce Holland","(790) 919-4921","","false","","","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","Holland","","","","","","Primary","[country:null, city:null, countryCode:null, street:null, latitude:null, postalCode:77431, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","","77431","","","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DZ5iTIAT","","","02/18/2023T05:23:57.000Z",""
"003Dn00000DZ5iUIAT","","","","","","","Pending","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","","false","","","","","Hamza","Hamza Robbins","","","false","","","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","Robbins","","","","","","Secondary","[country:null, city:null, countryCode:null, street:null, latitude:null, postalCode:77429, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","","77429","","(872) 589-4836","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DZ5iUIAT","","","02/18/2023T05:23:57.000Z",""
"003Dn00000DZ5iVIAT","","","","","","(343) 519-5708","Pending","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","","false","","","","","Stella","Stella Malone","","","false","","","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","Malone","","","","","","Primary","[country:null, city:null, countryCode:null, street:null, latitude:null, postalCode:77429, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","","77429","","","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DZ5iVIAT","","","02/18/2023T05:23:57.000Z",""
"003Dn00000DZ5iWIAT","","","","","","(831) 643-6377","Pending","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","","false","","","","","Brian","Brian Watts","","","false","","","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","Watts","","","","","","Secondary","[country:null, city:null, countryCode:null, street:null, latitude:null, postalCode:77429, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","","77429","","","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DZ5iWIAT","","","02/18/2023T05:23:57.000Z",""
"003Dn00000DZ5iXIAT","","","","","","(851) 450-3471","Pending","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","","false","","","","","Archie","Archie Stewart","","","false","","","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","Stewart","","","","","","Secondary","[country:null, city:null, countryCode:null, street:null, latitude:null, postalCode:77433, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","","77433","","","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DZ5iXIAT","","","02/18/2023T05:23:57.000Z",""
"003Dn00000DZ5iYIAT","","","","","","","Pending","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","","false","","","","","Shane","Shane Kramer","","","false","","","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","Kramer","","","","","","Primary","[country:null, city:null, countryCode:null, street:null, latitude:null, postalCode:77431, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","","77431","","(416) 278-6158","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DZ5iYIAT","","","02/18/2023T05:23:57.000Z",""
"003Dn00000DZ5iZIAT","","","","","","(282) 640-9507","Pending","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","","false","","","","","Jimmy","Jimmy Terry","","","false","","","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","Terry","","","","","","Primary","[country:null, city:null, countryCode:null, street:null, latitude:null, postalCode:77429, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","","77429","","","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DZ5iZIAT","","","02/18/2023T05:23:57.000Z",""
"003Dn00000DZ5iaIAD","","","","","","","Pending","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","","false","","","","","Jac","Jac Silva","(314) 718-7965","","false","","","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","Silva","","","","","","Primary","[country:null, city:null, countryCode:null, street:null, latitude:null, postalCode:77431, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","","77431","","","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DZ5iaIAD","","","02/18/2023T05:23:57.000Z",""
"003Dn00000DZ5ibIAD","","","","","","","Pending","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","","false","","","","","Gary","Gary Thompson","","","false","","","","005Dn0000070keqIAA","02/18/2023T05:23:57.000Z","Thompson","","","","","","Primary","[country:null, city:null, countryCode:null, street:null, latitude:null, postalCode:77433, geocodeAccuracy:null, stateCode:null, state:null, longitude:null]","","","","","","","","77433","","(744) 465-3111","","","","","","","","","","","005Dn0000070keqIAA","/services/images/photo/003Dn00000DZ5ibIAD","","","02/18/2023T05:23:57.000Z",""
